,2PHB_230,2PR3_237,2Y80_439,3KL6_443,2XBW_455,2WYG_461,4Y79_4O6,1XKA_4PP,2G00_4QC,2FZZ_5QC,5K0H_6PK,4BTU_6XS,2UWO_701,2BOK_784,4BTI_7R9,1F0R_815,2UWP_894,2UWL_895,2WYJ_898,2XC0_8NC,2Y82_930,2Y81_931,2P3T_993,4A7I_A7I,2JKH_BI7,2Y7Z_C0Z,1LPK_CBB,1LPZ_CMB,1V3X_D76,3Q3K_D90,2EI6_D92,2EI7_D93,3ENS_ENS,3FFG_FFG,3SW2_FI1,2Y5G_FJD,3CEN_FXA,2Q1J_FXI,1KSN_FXV,2J94_G15,2P16_GG2,2J38_GS5,2J34_GS6,2J4I_GSJ,2CJI_GSK,2J2U_GSQ,2VH6_GSV,2J95_GSX,2BOH_IIA,2BQ7_IID,1Z6E_IK8,1LPG_IMA,2XC4_IVK,2RA0_JNJ,2W3I_L1C,2W3K_L1D,3CS7_LG0,3KQB_LGJ,3KQC_LGK,3KQE_LGM,3K9X_MBM,2P93_ME1,2P94_ME4,2P95_ME5,2Y7X_MZA,2XC5_OYJ,1F0S_PR2,1NFX_RDR,2W26_RIV,1EZQ_RPR,2XBX_RR8,1NFU_RRP,1NFW_RRR,1NFY_RTR,3LIW_RUP,1G2L_T87,2XBV_XBV,1MQ5_XLC,1MQ6_XLD,2Y5F_XWG,2Y5H_Y5H,3HPT_YET,1FJS_Z34
2VH6_GSV,0.8113207547169812,0.65625,0.731958762886598,0.8365384615384616,0.7857142857142857,0.5681818181818181,0.75,0.892156862745098,0.8073394495412844,0.811965811965812,0.8715596330275229,0.7522935779816513,0.7052631578947368,0.8350515463917526,0.75,0.7669902912621359,0.5301204819277108,0.7021276595744681,0.5681818181818181,0.7884615384615384,0.6521739130434783,0.6521739130434783,0.868421052631579,0.7159090909090908,0.7291666666666667,0.731958762886598,0.8596491228070176,0.8773584905660378,0.8454545454545455,0.8285714285714285,0.8317757009345794,0.8317757009345794,0.8448275862068966,0.8235294117647058,0.7663551401869159,0.7575757575757576,0.8316831683168316,0.6666666666666667,0.8867924528301887,0.7227722772277227,0.9056603773584906,0.7244897959183674,0.7244897959183674,0.7425742574257426,0.7395833333333333,0.75,0.0,0.6881720430107527,0.7596153846153846,0.8476190476190476,0.8760330578512396,0.8879310344827587,0.803921568627451,0.875,0.8214285714285714,0.8130841121495327,0.8828828828828829,0.7142857142857143,0.7307692307692308,0.8407079646017699,0.8260869565217391,0.8,0.8415841584158416,0.7849462365591398,0.6808510638297872,0.7722772277227723,0.780952380952381,0.8392857142857143,0.78125,0.8952380952380953,0.7653061224489796,0.8173076923076923,0.8058252427184466,0.8217821782178218,0.8679245283018868,0.8992248062015504,0.8,0.8333333333333334,0.8632478632478633,0.7549019607843137,0.76,0.8240740740740741,0.865546218487395
2J95_GSX,0.8431372549019608,0.8252427184466019,0.75,0.7717391304347826,0.8191489361702128,0.6888888888888889,0.4225352112676056,0.8829787234042553,0.8703703703703703,0.8706896551724138,0.8942307692307693,0.7450980392156863,0.33333333333333337,0.8461538461538461,0.7431192660550459,0.7473684210526316,0.32352941176470584,0.32352941176470584,0.6888888888888889,0.8431372549019608,0.7659574468085106,0.7659574468085106,0.8365384615384616,0.6875,0.7333333333333334,0.75,0.8490566037735849,0.8787878787878788,0.8217821782178218,0.826530612244898,0.83,0.83,0.8,0.8717948717948718,0.7346938775510203,0.7362637362637363,0.8043478260869565,0.8571428571428572,0.8888888888888888,0.27142857142857146,0.8865979381443299,0.3285714285714286,0.3285714285714286,0.632183908045977,0.3857142857142857,0.41891891891891897,0.6881720430107527,0.0,0.7127659574468085,0.8350515463917526,0.905982905982906,0.9,0.8484848484848485,0.9051724137931034,0.8518518518518519,0.8557692307692308,0.9056603773584906,0.8558558558558559,0.8623853211009174,0.9017857142857143,0.8348623853211009,0.7804878048780488,0.8152173913043479,0.75,0.7659574468085106,0.8163265306122449,0.75,0.8490566037735849,0.7176470588235294,0.8865979381443299,0.8105263157894737,0.8383838383838383,0.826530612244898,0.8315789473684211,0.8686868686868687,0.9016393442622951,0.8200000000000001,0.8191489361702128,0.8425925925925926,0.7473684210526316,0.7391304347826086,0.8217821782178218,0.9051724137931034
2BOH_IIA,0.8532110091743119,0.8363636363636364,0.8490566037735849,0.7878787878787878,0.8431372549019608,0.7864077669902912,0.81,0.8571428571428572,0.8378378378378378,0.8205128205128205,0.8703703703703703,0.7727272727272727,0.7551020408163265,0.8571428571428572,0.7899159663865546,0.822429906542056,0.7395833333333333,0.7525773195876289,0.7864077669902912,0.8636363636363636,0.8611111111111112,0.8611111111111112,0.8037383177570093,0.5822784810126582,0.6703296703296704,0.8490566037735849,0.7227722772277227,0.7578947368421053,0.8113207547169812,0.78,0.7722772277227723,0.7722772277227723,0.8333333333333334,0.860655737704918,0.8198198198198199,0.7291666666666667,0.8529411764705882,0.8454545454545455,0.8529411764705882,0.7070707070707071,0.8613861386138614,0.7474747474747474,0.7722772277227723,0.7884615384615384,0.7878787878787878,0.7961165048543689,0.7596153846153846,0.7127659574468085,0.0,0.4415584415584416,0.8260869565217391,0.780952380952381,0.8476190476190476,0.8347826086956522,0.8608695652173913,0.8648648648648649,0.8818181818181818,0.8448275862068966,0.8706896551724138,0.8695652173913043,0.8141592920353982,0.7701149425287357,0.8163265306122449,0.7555555555555555,0.8611111111111112,0.839622641509434,0.8240740740740741,0.794392523364486,0.7789473684210526,0.85,0.8349514563106796,0.8269230769230769,0.803921568627451,0.8316831683168316,0.8217821782178218,0.8347107438016529,0.8207547169811321,0.7835051546391752,0.831858407079646,0.6736842105263158,0.71875,0.822429906542056,0.8448275862068966
2BQ7_IID,0.8415841584158416,0.8349514563106796,0.8247422680412371,0.782608695652174,0.8541666666666666,0.8529411764705882,0.8315789473684211,0.8444444444444444,0.8252427184466019,0.8392857142857143,0.8247422680412371,0.8558558558558559,0.8367346938775511,0.8571428571428572,0.8275862068965517,0.8200000000000001,0.8229166666666666,0.8350515463917526,0.8529411764705882,0.8181818181818181,0.85,0.85,0.7878787878787878,0.6666666666666667,0.87,0.8247422680412371,0.6847826086956521,0.6904761904761905,0.8316831683168316,0.8125,0.8041237113402062,0.8041237113402062,0.8207547169811321,0.8407079646017699,0.8058252427184466,0.8823529411764706,0.8645833333333334,0.8557692307692308,0.7888888888888889,0.8349514563106796,0.797752808988764,0.7789473684210526,0.8163265306122449,0.7708333333333334,0.782608695652174,0.8041237113402062,0.8476190476190476,0.8350515463917526,0.4415584415584416,0.0,0.8558558558558559,0.6666666666666667,0.8585858585858586,0.8648648648648649,0.8818181818181818,0.8761904761904762,0.826530612244898,0.8440366972477065,0.8715596330275229,0.8490566037735849,0.8113207547169812,0.8488372093023255,0.8260869565217391,0.8314606741573034,0.8383838383838383,0.85,0.8333333333333334,0.8252427184466019,0.8631578947368421,0.7840909090909091,0.845360824742268,0.8125,0.8712871287128713,0.8541666666666666,0.7934782608695652,0.8434782608695652,0.8529411764705882,0.8172043010752688,0.8301886792452831,0.8653846153846154,0.8613861386138614,0.8316831683168316,0.8113207547169812
1Z6E_IK8,0.7777777777777778,0.8461538461538461,0.8482142857142857,0.8660714285714286,0.75,0.8717948717948718,0.9043478260869565,0.8773584905660378,0.7407407407407407,0.6818181818181819,0.9067796610169492,0.873015873015873,0.9159663865546218,0.8981481481481481,0.8473282442748091,0.8728813559322034,0.905982905982906,0.9152542372881356,0.8717948717948718,0.7777777777777778,0.8793103448275862,0.8793103448275862,0.8260869565217391,0.8878504672897196,0.8771929824561404,0.8482142857142857,0.8943089430894309,0.8636363636363636,0.8823529411764706,0.8584070796460177,0.8803418803418803,0.8803418803418803,0.8709677419354839,0.8225806451612903,0.896,0.8879310344827587,0.8076923076923077,0.8347826086956522,0.8828828828828829,0.9112903225806451,0.8490566037735849,0.8898305084745762,0.8991596638655462,0.8728813559322034,0.8761061946902655,0.8898305084745762,0.8760330578512396,0.905982905982906,0.8260869565217391,0.8558558558558559,0.0,0.875,0.7450980392156863,0.4157303370786517,0.8403361344537815,0.7909090909090909,0.8288288288288288,0.6442307692307692,0.8403361344537815,0.8583333333333334,0.8442622950819672,0.86,0.8504672897196262,0.8666666666666667,0.8793103448275862,0.7619047619047619,0.9105691056910569,0.9032258064516129,0.8715596330275229,0.8807339449541285,0.7669902912621359,0.9067796610169492,0.925,0.9035087719298246,0.875,0.84375,0.7547169811320755,0.8317757009345794,0.8319327731092436,0.8916666666666666,0.8888888888888888,0.8728813559322034,0.8347107438016529
1LPG_IMA,0.8636363636363636,0.8672566371681416,0.8807339449541285,0.8679245283018868,0.8653846153846154,0.9130434782608696,0.8981481481481481,0.782608695652174,0.8272727272727273,0.8688524590163934,0.6444444444444444,0.8461538461538461,0.9009009009009009,0.8085106382978724,0.8387096774193549,0.8440366972477065,0.8899082568807339,0.9,0.9130434782608696,0.8532110091743119,0.8918918918918919,0.8918918918918919,0.8363636363636364,0.8571428571428572,0.9,0.8807339449541285,0.7714285714285715,0.4871794871794872,0.8545454545454545,0.8490566037735849,0.8727272727272728,0.8727272727272728,0.8728813559322034,0.8512396694214877,0.8508771929824561,0.9009009009009009,0.8181818181818181,0.8660714285714286,0.78125,0.905982905982906,0.8020833333333334,0.8828828828828829,0.8928571428571429,0.8648648648648649,0.8679245283018868,0.8828828828828829,0.8879310344827587,0.9,0.780952380952381,0.6666666666666667,0.875,0.0,0.8691588785046729,0.8739495798319328,0.8803418803418803,0.8849557522123894,0.8611111111111112,0.8448275862068966,0.8608695652173913,0.8596491228070176,0.8547008547008547,0.8241758241758241,0.8627450980392157,0.8571428571428572,0.8918918918918919,0.8611111111111112,0.8761061946902655,0.868421052631579,0.8846153846153846,0.7222222222222222,0.8679245283018868,0.7291666666666667,0.9009009009009009,0.7959183673469388,0.7204301075268817,0.7739130434782608,0.8532110091743119,0.854368932038835,0.8521739130434782,0.9230769230769231,0.9017857142857143,0.8849557522123894,0.7476635514018692
2XC4_IVK,0.42666666666666664,0.6404494382022472,0.8383838383838383,0.8350515463917526,0.265625,0.8431372549019608,0.8085106382978724,0.8586956521739131,0.7920792079207921,0.787037037037037,0.9047619047619048,0.8468468468468469,0.85,0.8947368421052632,0.8583333333333334,0.8773584905660378,0.8367346938775511,0.8484848484848485,0.8431372549019608,0.4473684210526315,0.8282828282828283,0.8282828282828283,0.8252427184466019,0.8586956521739131,0.8823529411764706,0.8383838383838383,0.8703703703703703,0.84375,0.8333333333333334,0.8020833333333334,0.83,0.83,0.8440366972477065,0.7777777777777778,0.7843137254901961,0.883495145631068,0.6904761904761905,0.6956521739130435,0.8775510204081632,0.8584905660377359,0.875,0.8181818181818181,0.8181818181818181,0.81,0.8105263157894737,0.8181818181818181,0.803921568627451,0.8484848484848485,0.8476190476190476,0.8585858585858586,0.7450980392156863,0.8691588785046729,0.0,0.8130841121495327,0.5909090909090908,0.4545454545454546,0.84,0.7549019607843137,0.8301886792452831,0.8504672897196262,0.8454545454545455,0.7012987012987013,0.6867469879518072,0.6875,0.8282828282828283,0.38888888888888884,0.8785046728971962,0.8490566037735849,0.8152173913043479,0.8865979381443299,0.28787878787878785,0.8383838383838383,0.883495145631068,0.84375,0.8571428571428572,0.8547008547008547,0.3835616438356164,0.7093023255813953,0.8317757009345794,0.8773584905660378,0.8514851485148515,0.8557692307692308,0.8660714285714286
2RA0_JNJ,0.8090909090909091,0.8739495798319328,0.8468468468468469,0.8648648648648649,0.7961165048543689,0.8706896551724138,0.8938053097345133,0.8761904761904762,0.7142857142857143,0.6788990825688073,0.905982905982906,0.872,0.896551724137931,0.897196261682243,0.8461538461538461,0.8620689655172413,0.8956521739130435,0.9051724137931034,0.8706896551724138,0.8198198198198199,0.8879310344827587,0.8879310344827587,0.8448275862068966,0.897196261682243,0.8859649122807017,0.8468468468468469,0.875,0.8828828828828829,0.8620689655172413,0.8672566371681416,0.8596491228070176,0.8596491228070176,0.8790322580645161,0.8211382113821138,0.8861788617886179,0.905982905982906,0.8611111111111112,0.8728813559322034,0.8715596330275229,0.8925619834710744,0.7525773195876289,0.8695652173913043,0.8695652173913043,0.8620689655172413,0.8648648648648649,0.8596491228070176,0.875,0.9051724137931034,0.8347826086956522,0.8648648648648649,0.4157303370786517,0.8739495798319328,0.8130841121495327,0.0,0.8389830508474576,0.831858407079646,0.8165137614678899,0.8333333333333334,0.8389830508474576,0.8275862068965517,0.8333333333333334,0.8585858585858586,0.8380952380952381,0.8653846153846154,0.868421052631579,0.8055555555555556,0.9098360655737705,0.884297520661157,0.8807339449541285,0.8691588785046729,0.8113207547169812,0.8869565217391304,0.9152542372881356,0.8828828828828829,0.8738738738738738,0.8240000000000001,0.787037037037037,0.8727272727272728,0.8403361344537815,0.8813559322033898,0.8879310344827587,0.8521739130434782,0.8034188034188035
2W3I_L1C,0.5287356321839081,0.6767676767676767,0.8317757009345794,0.8611111111111112,0.5930232558139534,0.8468468468468469,0.8155339805825242,0.8725490196078431,0.831858407079646,0.8442622950819672,0.9224137931034483,0.8688524590163934,0.8532110091743119,0.8942307692307693,0.8778625954198473,0.8782608695652174,0.8518518518518519,0.8518518518518519,0.8468468468468469,0.6804123711340206,0.8333333333333334,0.8333333333333334,0.7757009345794392,0.8725490196078431,0.8727272727272728,0.8317757009345794,0.8907563025210083,0.8691588785046729,0.8378378378378378,0.8095238095238095,0.8348623853211009,0.8348623853211009,0.8376068376068376,0.8455284552845528,0.7927927927927928,0.8532110091743119,0.651685393258427,0.7619047619047619,0.8990825688073394,0.8407079646017699,0.8867924528301887,0.8130841121495327,0.8240740740740741,0.8055555555555556,0.8173076923076923,0.8240740740740741,0.8214285714285714,0.8518518518518519,0.8608695652173913,0.8818181818181818,0.8403361344537815,0.8803418803418803,0.5909090909090908,0.8389830508474576,0.0,0.36708860759493667,0.8849557522123894,0.8389830508474576,0.864406779661017,0.8823529411764706,0.8487394957983193,0.75,0.7340425531914894,0.7362637362637363,0.8333333333333334,0.6451612903225806,0.8596491228070176,0.8521739130434782,0.8557692307692308,0.9074074074074074,0.5862068965517242,0.8636363636363636,0.8839285714285714,0.8691588785046729,0.8598130841121495,0.8571428571428572,0.5617977528089888,0.7777777777777778,0.7837837837837838,0.8782608695652174,0.8648648648648649,0.8879310344827587,0.8677685950413223
2W3K_L1D,0.36,0.5842696629213483,0.8349514563106796,0.854368932038835,0.43243243243243246,0.839622641509434,0.8181818181818181,0.865979381443299,0.8240740740740741,0.8376068376068376,0.9090909090909091,0.8728813559322034,0.8571428571428572,0.9,0.8818897637795275,0.9026548672566371,0.8557692307692308,0.8557692307692308,0.839622641509434,0.5697674418604651,0.8252427184466019,0.8252427184466019,0.822429906542056,0.8775510204081632,0.8878504672897196,0.8349514563106796,0.8859649122807017,0.8737864077669903,0.8518518518518519,0.8,0.8380952380952381,0.8380952380952381,0.8407079646017699,0.8389830508474576,0.8165137614678899,0.8888888888888888,0.6931818181818181,0.6979166666666667,0.9047619047619048,0.8648648648648649,0.8811881188118812,0.8155339805825242,0.8269230769230769,0.8076923076923077,0.8200000000000001,0.8269230769230769,0.8130841121495327,0.8557692307692308,0.8648648648648649,0.8761904761904762,0.7909090909090909,0.8849557522123894,0.4545454545454546,0.831858407079646,0.36708860759493667,0.0,0.8691588785046729,0.8,0.8584070796460177,0.8771929824561404,0.8813559322033898,0.7349397590361446,0.7191011235955056,0.7209302325581395,0.8365384615384616,0.524390243902439,0.9035087719298246,0.8761061946902655,0.8484848484848485,0.9029126213592233,0.4473684210526315,0.8571428571428572,0.8990825688073394,0.8627450980392157,0.8415841584158416,0.860655737704918,0.5357142857142857,0.7526881720430108,0.8288288288288288,0.8928571428571429,0.8691588785046729,0.8928571428571429,0.8813559322033898
3CS7_LG0,0.8679245283018868,0.9017857142857143,0.8415841584158416,0.883495145631068,0.892156862745098,0.8888888888888888,0.8932038834951457,0.9191919191919192,0.5747126436781609,0.6145833333333333,0.8962264150943396,0.8596491228070176,0.9065420560747663,0.8617021276595744,0.860655737704918,0.8584905660377359,0.8952380952380953,0.9056603773584906,0.8888888888888888,0.8679245283018868,0.8653846153846154,0.8653846153846154,0.8611111111111112,0.9081632653061225,0.8737864077669903,0.8415841584158416,0.8623853211009174,0.9029126213592233,0.8899082568807339,0.8962264150943396,0.8878504672897196,0.8878504672897196,0.8468468468468469,0.6185567010309279,0.875,0.875,0.88,0.9009009009009009,0.9019607843137255,0.8918918918918919,0.5135135135135135,0.8981481481481481,0.8981481481481481,0.8796296296296297,0.883495145631068,0.8981481481481481,0.8828828828828829,0.9056603773584906,0.8818181818181818,0.826530612244898,0.8288288288288288,0.8611111111111112,0.84,0.8165137614678899,0.8849557522123894,0.8691588785046729,0.0,0.8482142857142857,0.6153846153846154,0.6559139784946236,0.8482142857142857,0.8913043478260869,0.89,0.8854166666666666,0.854368932038835,0.8867924528301887,0.8807339449541285,0.8928571428571429,0.8556701030927836,0.9108910891089109,0.883495145631068,0.8962264150943396,0.8962264150943396,0.892156862745098,0.8932038834951457,0.8666666666666667,0.8571428571428572,0.8811881188118812,0.8660714285714286,0.8899082568807339,0.8653846153846154,0.8584905660377359,0.8584070796460177
3KQB_LGJ,0.787037037037037,0.6464646464646464,0.8468468468468469,0.8648648648648649,0.7346938775510203,0.8706896551724138,0.8532110091743119,0.8431372549019608,0.7264150943396226,0.7899159663865546,0.8869565217391304,0.825,0.8771929824561404,0.897196261682243,0.8095238095238095,0.8907563025210083,0.8761061946902655,0.8761061946902655,0.8706896551724138,0.7281553398058253,0.8482142857142857,0.8482142857142857,0.864406779661017,0.8761904761904762,0.8859649122807017,0.8468468468468469,0.8934426229508197,0.8411214953271028,0.8521739130434782,0.7924528301886793,0.8495575221238938,0.8495575221238938,0.8512396694214877,0.6320754716981132,0.8389830508474576,0.905982905982906,0.7575757575757576,0.6565656565656566,0.8611111111111112,0.8347826086956522,0.8584905660377359,0.8495575221238938,0.8596491228070176,0.8421052631578947,0.8333333333333334,0.8288288288288288,0.7142857142857143,0.8558558558558559,0.8448275862068966,0.8440366972477065,0.6442307692307692,0.8448275862068966,0.7549019607843137,0.8333333333333334,0.8389830508474576,0.8,0.8482142857142857,0.0,0.4606741573033708,0.6534653465346535,0.8709677419354839,0.8585858585858586,0.8380952380952381,0.854368932038835,0.8378378378378378,0.71,0.8728813559322034,0.884297520661157,0.8807339449541285,0.8476190476190476,0.7142857142857143,0.8468468468468469,0.8869565217391304,0.8727272727272728,0.8636363636363636,0.8778625954198473,0.7757009345794392,0.819047619047619,0.8780487804878049,0.9,0.9067796610169492,0.8907563025210083,0.8617886178861789
3KQC_LGK,0.8571428571428572,0.7641509433962264,0.8317757009345794,0.8918918918918919,0.8137254901960784,0.8672566371681416,0.8490566037735849,0.8613861386138614,0.4651162790697675,0.5612244897959184,0.9035087719298246,0.8403361344537815,0.8738738738738738,0.8725490196078431,0.8240000000000001,0.8482142857142857,0.8727272727272728,0.8727272727272728,0.8672566371681416,0.8148148148148149,0.8648648648648649,0.8648648648648649,0.9083333333333333,0.9047619047619048,0.8623853211009174,0.8317757009345794,0.8907563025210083,0.8584905660377359,0.8782608695652174,0.8532110091743119,0.8761061946902655,0.8761061946902655,0.8666666666666667,0.3294117647058824,0.8547008547008547,0.8938053097345133,0.8349514563106796,0.7735849056603774,0.8888888888888888,0.8303571428571428,0.7173913043478262,0.8660714285714286,0.8660714285714286,0.868421052631579,0.8611111111111112,0.8454545454545455,0.7307692307692308,0.8623853211009174,0.8706896551724138,0.8715596330275229,0.8403361344537815,0.8608695652173913,0.8301886792452831,0.8389830508474576,0.864406779661017,0.8584070796460177,0.6153846153846154,0.4606741573033708,0.0,0.41666666666666663,0.8677685950413223,0.8775510204081632,0.8446601941747574,0.8613861386138614,0.8440366972477065,0.8,0.8495575221238938,0.8813559322033898,0.8773584905660378,0.8761904761904762,0.7941176470588236,0.8425925925925926,0.8636363636363636,0.8691588785046729,0.8703703703703703,0.8923076923076922,0.8571428571428572,0.8796296296296297,0.9024390243902439,0.868421052631579,0.8849557522123894,0.8879310344827587,0.8487394957983193
3KQE_LGM,0.8761061946902655,0.8793103448275862,0.8518518518518519,0.8909090909090909,0.8571428571428572,0.9051724137931034,0.8899082568807339,0.86,0.5444444444444445,0.5567010309278351,0.9026548672566371,0.8487394957983193,0.9026548672566371,0.8367346938775511,0.8503937007874016,0.8468468468468469,0.8918918918918919,0.9017857142857143,0.9051724137931034,0.8558558558558559,0.8839285714285714,0.8839285714285714,0.8888888888888888,0.9142857142857143,0.8611111111111112,0.8518518518518519,0.8508771929824561,0.8461538461538461,0.896551724137931,0.8411214953271028,0.8545454545454545,0.8545454545454545,0.8461538461538461,0.3411764705882353,0.8632478632478633,0.8828828828828829,0.8773584905660378,0.8782608695652174,0.8773584905660378,0.8596491228070176,0.6853932584269663,0.8947368421052632,0.8947368421052632,0.896551724137931,0.8909090909090909,0.875,0.8407079646017699,0.9017857142857143,0.8695652173913043,0.8490566037735849,0.8583333333333334,0.8596491228070176,0.8504672897196262,0.8275862068965517,0.8823529411764706,0.8771929824561404,0.6559139784946236,0.6534653465346535,0.41666666666666663,0.0,0.817391304347826,0.8645833333333334,0.8316831683168316,0.8484848484848485,0.8839285714285714,0.8425925925925926,0.8482142857142857,0.8803418803418803,0.8653846153846154,0.8640776699029127,0.8490566037735849,0.8411214953271028,0.8623853211009174,0.8679245283018868,0.8476190476190476,0.8740157480314961,0.8454545454545455,0.8349514563106796,0.8925619834710744,0.8672566371681416,0.8738738738738738,0.8363636363636364,0.8571428571428572
3K9X_MBM,0.8706896551724138,0.8739495798319328,0.8571428571428572,0.822429906542056,0.8727272727272728,0.8508771929824561,0.8207547169811321,0.8431372549019608,0.8260869565217391,0.819672131147541,0.896551724137931,0.8536585365853658,0.8148148148148149,0.8431372549019608,0.8372093023255813,0.8,0.8240740740740741,0.8240740740740741,0.8508771929824561,0.8706896551724138,0.8482142857142857,0.8482142857142857,0.8347826086956522,0.854368932038835,0.8454545454545455,0.8571428571428572,0.8461538461538461,0.8411214953271028,0.8620689655172413,0.8363636363636364,0.7962962962962963,0.7962962962962963,0.6761904761904762,0.8492063492063492,0.7075471698113207,0.8363636363636364,0.8611111111111112,0.8823529411764706,0.8504672897196262,0.8245614035087719,0.8137254901960784,0.8181818181818181,0.8181818181818181,0.831858407079646,0.8113207547169812,0.8181818181818181,0.8260869565217391,0.8348623853211009,0.8141592920353982,0.8113207547169812,0.8442622950819672,0.8547008547008547,0.8454545454545455,0.8333333333333334,0.8487394957983193,0.8813559322033898,0.8482142857142857,0.8709677419354839,0.8677685950413223,0.817391304347826,0.0,0.8585858585858586,0.803921568627451,0.8200000000000001,0.8482142857142857,0.868421052631579,0.7685185185185185,0.8362068965517242,0.8490566037735849,0.8584905660377359,0.8648648648648649,0.8571428571428572,0.8256880733944953,0.8727272727272728,0.8636363636363636,0.8333333333333334,0.8198198198198199,0.8623853211009174,0.85,0.8421052631578947,0.8378378378378378,0.3076923076923077,0.8333333333333334
2P93_ME1,0.7317073170731707,0.8617021276595744,0.8777777777777778,0.8488372093023255,0.7066666666666667,0.8444444444444444,0.8470588235294118,0.8481012658227848,0.8387096774193549,0.8529411764705882,0.8390804597701149,0.7045454545454546,0.7375,0.8625,0.731958762886598,0.8829787234042553,0.7654320987654322,0.7804878048780488,0.8444444444444444,0.7619047619047619,0.9032258064516129,0.9032258064516129,0.8369565217391304,0.6212121212121212,0.8235294117647058,0.8777777777777778,0.875,0.8024691358024691,0.8829787234042553,0.8117647058823529,0.8426966292134832,0.8426966292134832,0.8686868686868687,0.854368932038835,0.8297872340425532,0.8390804597701149,0.6086956521739131,0.8602150537634409,0.8292682926829268,0.797752808988764,0.8536585365853658,0.8295454545454546,0.8295454545454546,0.8461538461538461,0.8488372093023255,0.8555555555555556,0.8,0.7804878048780488,0.7701149425287357,0.8488372093023255,0.86,0.8241758241758241,0.7012987012987013,0.8585858585858586,0.75,0.7349397590361446,0.8913043478260869,0.8585858585858586,0.8775510204081632,0.8645833333333334,0.8585858585858586,0.0,0.582089552238806,0.31481481481481477,0.8913043478260869,0.725,0.8842105263157894,0.875,0.6231884057971014,0.810126582278481,0.7142857142857143,0.8255813953488372,0.8390804597701149,0.8170731707317074,0.8048780487804879,0.8571428571428572,0.7,0.8170731707317074,0.8556701030927836,0.8202247191011236,0.8,0.8947368421052632,0.87
2P94_ME4,0.7011494252873562,0.8282828282828283,0.8421052631578947,0.8131868131868132,0.675,0.87,0.8111111111111111,0.8764044943820225,0.83,0.822429906542056,0.8775510204081632,0.839622641509434,0.8172043010752688,0.8372093023255813,0.831858407079646,0.8712871287128713,0.8152173913043479,0.8152173913043479,0.87,0.7159090909090908,0.8315789473684211,0.8315789473684211,0.84,0.8235294117647058,0.8279569892473118,0.8421052631578947,0.8529411764705882,0.8351648351648352,0.8823529411764706,0.8043478260869565,0.7272727272727273,0.7272727272727273,0.7395833333333333,0.8130841121495327,0.797979797979798,0.865979381443299,0.6538461538461539,0.8613861386138614,0.8333333333333334,0.8163265306122449,0.8555555555555556,0.8085106382978724,0.8085106382978724,0.8367346938775511,0.8,0.782608695652174,0.8415841584158416,0.8152173913043479,0.8163265306122449,0.8260869565217391,0.8504672897196262,0.8627450980392157,0.6867469879518072,0.8380952380952381,0.7340425531914894,0.7191011235955056,0.89,0.8380952380952381,0.8446601941747574,0.8316831683168316,0.803921568627451,0.582089552238806,0.0,0.4126984126984127,0.84375,0.6785714285714286,0.85,0.8962264150943396,0.7906976744186046,0.8295454545454546,0.6829268292682926,0.865979381443299,0.8775510204081632,0.8602150537634409,0.8494623655913979,0.8378378378378378,0.7011494252873562,0.8222222222222222,0.8571428571428572,0.8367346938775511,0.84375,0.8367346938775511,0.8807339449541285
2P95_ME5,0.7176470588235294,0.845360824742268,0.8478260869565217,0.8181818181818181,0.6753246753246753,0.8152173913043479,0.8160919540229885,0.8837209302325582,0.8350515463917526,0.8380952380952381,0.8602150537634409,0.7340425531914894,0.7073170731707317,0.8292682926829268,0.7326732673267327,0.865979381443299,0.75,0.75,0.8152173913043479,0.7325581395348837,0.8494623655913979,0.8494623655913979,0.845360824742268,0.6666666666666667,0.7790697674418605,0.8478260869565217,0.8229166666666666,0.8409090909090909,0.865979381443299,0.8089887640449438,0.7441860465116279,0.7441860465116279,0.83,0.8285714285714285,0.8020833333333334,0.7954545454545454,0.6351351351351351,0.8673469387755102,0.8522727272727273,0.7692307692307692,0.8352941176470589,0.8,0.8,0.8421052631578947,0.8181818181818181,0.8260869565217391,0.7849462365591398,0.75,0.7555555555555555,0.8314606741573034,0.8666666666666667,0.8571428571428572,0.6875,0.8653846153846154,0.7362637362637363,0.7209302325581395,0.8854166666666666,0.854368932038835,0.8613861386138614,0.8484848484848485,0.8200000000000001,0.31481481481481477,0.4126984126984127,0.0,0.8617021276595744,0.6951219512195121,0.8556701030927836,0.8811881188118812,0.6486486486486487,0.8352941176470589,0.6835443037974683,0.8351648351648352,0.8478260869565217,0.8275862068965517,0.8295454545454546,0.8425925925925926,0.6867469879518072,0.8275862068965517,0.8627450980392157,0.7777777777777778,0.7840909090909091,0.8541666666666666,0.8653846153846154
